,年齢階級,運動習慣の有無,性別,歩行数,時間軸(年次),人数,割合
617,20歳-29歳,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,1.0,33.3
618,20歳-29歳,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,0.0,0.0
619,20歳-29歳,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,0.0,0.0
620,20歳-29歳,無_健康上の理由,総数,総数,2009年,3.0,100.0
621,20歳-29歳,無_健康上の理由,総数,総数,2010年,3.0,100.0
622,20歳-29歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,0.0,0.0
623,20歳-29歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,0.0,0.0
624,20歳-29歳,総数,女性,"10,000歩以上",2009年,40.0,24.5
625,20歳-29歳,総数,女性,"10,000歩以上",2010年,22.0,15.4
626,20歳-29歳,総数,女性,"2,000歩-3,999歩",2009年,21.0,12.9
627,20歳-29歳,総数,女性,"2,000歩-3,999歩",2010年,26.0,18.2
628,20歳-29歳,総数,女性,"2,000歩未満",2009年,4.0,2.5
629,20歳-29歳,総数,女性,"2,000歩未満",2010年,11.0,7.7
630,20歳-29歳,総数,女性,"4,000歩-5,999歩",2009年,37.0,22.7
631,20歳-29歳,総数,女性,"4,000歩-5,999歩",2010年,31.0,21.7
632,20歳-29歳,総数,女性,"6,000歩-7,999歩",2009年,29.0,17.8
633,20歳-29歳,総数,女性,"6,000歩-7,999歩",2010年,32.0,22.4
634,20歳-29歳,総数,女性,"8,000歩-9,999歩",2009年,32.0,19.6
635,20歳-29歳,総数,女性,"8,000歩-9,999歩",2010年,21.0,14.7
636,20歳-29歳,総数,女性,総数,2009年,163.0,100.0
637,20歳-29歳,総数,女性,総数,2010年,143.0,100.0
638,20歳-29歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,70.0,42.9
639,20歳-29歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,40.0,28.0
640,20歳-29歳,総数,男性,"10,000歩以上",2009年,37.0,35.2
641,20歳-29歳,総数,男性,"10,000歩以上",2010年,30.0,28.6
642,20歳-29歳,総数,男性,"2,000歩-3,999歩",2009年,14.0,13.3
643,20歳-29歳,総数,男性,"2,000歩-3,999歩",2010年,13.0,12.4
644,20歳-29歳,総数,男性,"2,000歩未満",2009年,4.0,3.8
645,20歳-29歳,総数,男性,"2,000歩未満",2010年,6.0,5.7
646,20歳-29歳,総数,男性,"4,000歩-5,999歩",2009年,18.0,17.1
647,20歳-29歳,総数,男性,"4,000歩-5,999歩",2010年,20.0,19.0
648,20歳-29歳,総数,男性,"6,000歩-7,999歩",2009年,18.0,17.1
649,20歳-29歳,総数,男性,"6,000歩-7,999歩",2010年,21.0,20.0
650,20歳-29歳,総数,男性,"8,000歩-9,999歩",2009年,14.0,13.3
651,20歳-29歳,総数,男性,"8,000歩-9,999歩",2010年,15.0,14.3
652,20歳-29歳,総数,男性,総数,2009年,105.0,100.0
653,20歳-29歳,総数,男性,総数,2010年,105.0,100.0
654,20歳-29歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,40.0,38.1
655,20歳-29歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,34.0,32.4
656,20歳-29歳,総数,総数,"10,000歩以上",2009年,77.0,28.7
657,20歳-29歳,総数,総数,"10,000歩以上",2010年,52.0,21.0
658,20歳-29歳,総数,総数,"2,000歩-3,999歩",2009年,35.0,13.1
659,20歳-29歳,総数,総数,"2,000歩-3,999歩",2010年,39.0,15.7
660,20歳-29歳,総数,総数,"2,000歩未満",2009年,8.0,3.0
661,20歳-29歳,総数,総数,"2,000歩未満",2010年,17.0,6.9
662,20歳-29歳,総数,総数,"4,000歩-5,999歩",2009年,55.0,20.5
663,20歳-29歳,総数,総数,"4,000歩-5,999歩",2010年,51.0,20.6
664,20歳-29歳,総数,総数,"6,000歩-7,999歩",2009年,47.0,17.5
665,20歳-29歳,総数,総数,"6,000歩-7,999歩",2010年,53.0,21.4
666,20歳-29歳,総数,総数,"8,000歩-9,999歩",2009年,46.0,17.2
667,20歳-29歳,総数,総数,"8,000歩-9,999歩",2010年,36.0,14.5
668,20歳-29歳,総数,総数,総数,2009年,268.0,100.0
669,20歳-29歳,総数,総数,総数,2010年,248.0,100.0
670,20歳-29歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,110.0,41.0
671,20歳-29歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,74.0,29.8
672,30歳-39歳,有,女性,"10,000歩以上",2009年,17.0,29.8
673,30歳-39歳,有,女性,"10,000歩以上",2010年,20.0,32.3
674,30歳-39歳,有,女性,"2,000歩-3,999歩",2009年,6.0,10.5
675,30歳-39歳,有,女性,"2,000歩-3,999歩",2010年,6.0,9.7
676,30歳-39歳,有,女性,"2,000歩未満",2009年,2.0,3.5
677,30歳-39歳,有,女性,"2,000歩未満",2010年,1.0,1.6
678,30歳-39歳,有,女性,"4,000歩-5,999歩",2009年,14.0,24.6
679,30歳-39歳,有,女性,"4,000歩-5,999歩",2010年,12.0,19.4
680,30歳-39歳,有,女性,"6,000歩-7,999歩",2009年,8.0,14.0
681,30歳-39歳,有,女性,"6,000歩-7,999歩",2010年,13.0,21.0
682,30歳-39歳,有,女性,"8,000歩-9,999歩",2009年,10.0,17.5
683,30歳-39歳,有,女性,"8,000歩-9,999歩",2010年,10.0,16.1
684,30歳-39歳,有,女性,総数,2009年,57.0,100.0
685,30歳-39歳,有,女性,総数,2010年,62.0,100.0
686,30歳-39歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,25.0,43.9
687,30歳-39歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,28.0,45.2
688,30歳-39歳,有,男性,"10,000歩以上",2009年,13.0,27.1
689,30歳-39歳,有,男性,"10,000歩以上",2010年,16.0,31.4
690,30歳-39歳,有,男性,"2,000歩-3,999歩",2009年,3.0,6.3
691,30歳-39歳,有,男性,"2,000歩-3,999歩",2010年,3.0,5.9
692,30歳-39歳,有,男性,"2,000歩未満",2009年,0.0,0.0
693,30歳-39歳,有,男性,"2,000歩未満",2010年,3.0,5.9
694,30歳-39歳,有,男性,"4,000歩-5,999歩",2009年,11.0,22.9
695,30歳-39歳,有,男性,"4,000歩-5,999歩",2010年,9.0,17.6
696,30歳-39歳,有,男性,"6,000歩-7,999歩",2009年,13.0,27.1
697,30歳-39歳,有,男性,"6,000歩-7,999歩",2010年,11.0,21.6
698,30歳-39歳,有,男性,"8,000歩-9,999歩",2009年,8.0,16.7
699,30歳-39歳,有,男性,"8,000歩-9,999歩",2010年,9.0,17.6
700,30歳-39歳,有,男性,総数,2009年,48.0,100.0
701,30歳-39歳,有,男性,総数,2010年,51.0,100.0
702,30歳-39歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,17.0,35.4
703,30歳-39歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,19.0,37.3
704,30歳-39歳,有,総数,"10,000歩以上",2009年,30.0,28.6
705,30歳-39歳,有,総数,"10,000歩以上",2010年,36.0,31.9
706,30歳-39歳,有,総数,"2,000歩-3,999歩",2009年,9.0,8.6
707,30歳-39歳,有,総数,"2,000歩-3,999歩",2010年,9.0,8.0
708,30歳-39歳,有,総数,"2,000歩未満",2009年,2.0,1.9
709,30歳-39歳,有,総数,"2,000歩未満",2010年,4.0,3.5
710,30歳-39歳,有,総数,"4,000歩-5,999歩",2009年,25.0,23.8
711,30歳-39歳,有,総数,"4,000歩-5,999歩",2010年,21.0,18.6
712,30歳-39歳,有,総数,"6,000歩-7,999歩",2009年,21.0,20.0
713,30歳-39歳,有,総数,"6,000歩-7,999歩",2010年,24.0,21.2
714,30歳-39歳,有,総数,"8,000歩-9,999歩",2009年,18.0,17.1
715,30歳-39歳,有,総数,"8,000歩-9,999歩",2010年,19.0,16.8
716,30歳-39歳,有,総数,総数,2009年,105.0,100.0
717,30歳-39歳,有,総数,総数,2010年,113.0,100.0
718,30歳-39歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,42.0,40.0
719,30歳-39歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,47.0,41.6
720,30歳-39歳,無_その他,女性,"10,000歩以上",2009年,47.0,15.8
721,30歳-39歳,無_その他,女性,"10,000歩以上",2010年,29.0,10.1
722,30歳-39歳,無_その他,女性,"2,000歩-3,999歩",2009年,42.0,14.1
723,30歳-39歳,無_その他,女性,"2,000歩-3,999歩",2010年,57.0,19.9
724,30歳-39歳,無_その他,女性,"2,000歩未満",2009年,13.0,4.4
725,30歳-39歳,無_その他,女性,"2,000歩未満",2010年,13.0,4.5
726,30歳-39歳,無_その他,女性,"4,000歩-5,999歩",2009年,68.0,22.8
727,30歳-39歳,無_その他,女性,"4,000歩-5,999歩",2010年,73.0,25.4
728,30歳-39歳,無_その他,女性,"6,000歩-7,999歩",2009年,75.0,25.2
729,30歳-39歳,無_その他,女性,"6,000歩-7,999歩",2010年,59.0,20.6
730,30歳-39歳,無_その他,女性,"8,000歩-9,999歩",2009年,53.0,17.8
731,30歳-39歳,無_その他,女性,"8,000歩-9,999歩",2010年,56.0,19.5
732,30歳-39歳,無_その他,女性,総数,2009年,298.0,100.0
733,30歳-39歳,無_その他,女性,総数,2010年,287.0,100.0
734,30歳-39歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,91.0,30.5
735,30歳-39歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,77.0,26.8
736,30歳-39歳,無_その他,男性,"10,000歩以上",2009年,52.0,30.6
737,30歳-39歳,無_その他,男性,"10,000歩以上",2010年,39.0,25.8
738,30歳-39歳,無_その他,男性,"2,000歩-3,999歩",2009年,20.0,11.8
739,30歳-39歳,無_その他,男性,"2,000歩-3,999歩",2010年,21.0,13.9
740,30歳-39歳,無_その他,男性,"2,000歩未満",2009年,0.0,0.0
741,30歳-39歳,無_その他,男性,"2,000歩未満",2010年,7.0,4.6
742,30歳-39歳,無_その他,男性,"4,000歩-5,999歩",2009年,37.0,21.8
743,30歳-39歳,無_その他,男性,"4,000歩-5,999歩",2010年,34.0,22.5
744,30歳-39歳,無_その他,男性,"6,000歩-7,999歩",2009年,30.0,17.6
745,30歳-39歳,無_その他,男性,"6,000歩-7,999歩",2010年,30.0,19.9
746,30歳-39歳,無_その他,男性,"8,000歩-9,999歩",2009年,31.0,18.2
747,30歳-39歳,無_その他,男性,"8,000歩-9,999歩",2010年,20.0,13.2
748,30歳-39歳,無_その他,男性,総数,2009年,170.0,100.0
749,30歳-39歳,無_その他,男性,総数,2010年,151.0,100.0
750,30歳-39歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,62.0,36.5
751,30歳-39歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,45.0,29.8
752,30歳-39歳,無_その他,総数,"10,000歩以上",2009年,99.0,21.2
753,30歳-39歳,無_その他,総数,"10,000歩以上",2010年,68.0,15.5
754,30歳-39歳,無_その他,総数,"2,000歩-3,999歩",2009年,62.0,13.2
755,30歳-39歳,無_その他,総数,"2,000歩-3,999歩",2010年,78.0,17.8
756,30歳-39歳,無_その他,総数,"2,000歩未満",2009年,13.0,2.8
757,30歳-39歳,無_その他,総数,"2,000歩未満",2010年,20.0,4.6
758,30歳-39歳,無_その他,総数,"4,000歩-5,999歩",2009年,105.0,22.4
759,30歳-39歳,無_その他,総数,"4,000歩-5,999歩",2010年,107.0,24.4
760,30歳-39歳,無_その他,総数,"6,000歩-7,999歩",2009年,105.0,22.4
761,30歳-39歳,無_その他,総数,"6,000歩-7,999歩",2010年,89.0,20.3
762,30歳-39歳,無_その他,総数,"8,000歩-9,999歩",2009年,84.0,17.9
763,30歳-39歳,無_その他,総数,"8,000歩-9,999歩",2010年,76.0,17.4
764,30歳-39歳,無_その他,総数,総数,2009年,468.0,100.0
765,30歳-39歳,無_その他,総数,総数,2010年,438.0,100.0
766,30歳-39歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,153.0,32.7
767,30歳-39歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,122.0,27.9
768,30歳-39歳,無_健康上の理由,女性,"10,000歩以上",2009年,0.0,0.0
769,30歳-39歳,無_健康上の理由,女性,"10,000歩以上",2010年,2.0,15.4
770,30歳-39歳,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,3.0,37.5
771,30歳-39歳,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,4.0,30.8
772,30歳-39歳,無_健康上の理由,女性,"2,000歩未満",2009年,1.0,12.5
773,30歳-39歳,無_健康上の理由,女性,"2,000歩未満",2010年,1.0,7.7
774,30歳-39歳,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,2.0,25.0
775,30歳-39歳,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,3.0,23.1
776,30歳-39歳,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,2.0,25.0
777,30歳-39歳,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,2.0,15.4
778,30歳-39歳,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,0.0,0.0
779,30歳-39歳,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,1.0,7.7
780,30歳-39歳,無_健康上の理由,女性,総数,2009年,8.0,100.0
781,30歳-39歳,無_健康上の理由,女性,総数,2010年,13.0,100.0
782,30歳-39歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,0.0,0.0
783,30歳-39歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,23.1
784,30歳-39歳,無_健康上の理由,男性,"10,000歩以上",2009年,0.0,0.0
785,30歳-39歳,無_健康上の理由,男性,"10,000歩以上",2010年,0.0,0.0
786,30歳-39歳,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,0.0,0.0
787,30歳-39歳,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,0.0,0.0
788,30歳-39歳,無_健康上の理由,男性,"2,000歩未満",2009年,0.0,0.0
789,30歳-39歳,無_健康上の理由,男性,"2,000歩未満",2010年,0.0,0.0
790,30歳-39歳,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,2.0,50.0
791,30歳-39歳,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,0.0,0.0
792,30歳-39歳,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,2.0,50.0
793,30歳-39歳,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,1.0,100.0
794,30歳-39歳,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,0.0,0.0
795,30歳-39歳,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,0.0,0.0
796,30歳-39歳,無_健康上の理由,男性,総数,2009年,4.0,100.0
797,30歳-39歳,無_健康上の理由,男性,総数,2010年,1.0,100.0
798,30歳-39歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,0.0,0.0
799,30歳-39歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,0.0,0.0
800,30歳-39歳,無_健康上の理由,総数,"10,000歩以上",2009年,0.0,0.0
801,30歳-39歳,無_健康上の理由,総数,"10,000歩以上",2010年,2.0,14.3
802,30歳-39歳,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,3.0,25.0
803,30歳-39歳,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,4.0,28.6
804,30歳-39歳,無_健康上の理由,総数,"2,000歩未満",2009年,1.0,8.3
805,30歳-39歳,無_健康上の理由,総数,"2,000歩未満",2010年,1.0,7.1
806,30歳-39歳,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,4.0,33.3
807,30歳-39歳,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,3.0,21.4
808,30歳-39歳,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,4.0,33.3
809,30歳-39歳,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,3.0,21.4
810,30歳-39歳,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,0.0,0.0
811,30歳-39歳,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,1.0,7.1
812,30歳-39歳,無_健康上の理由,総数,総数,2009年,12.0,100.0
813,30歳-39歳,無_健康上の理由,総数,総数,2010年,14.0,100.0
814,30歳-39歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,0.0,0.0
815,30歳-39歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,21.4
816,30歳-39歳,総数,女性,"10,000歩以上",2009年,64.0,17.6
817,30歳-39歳,総数,女性,"10,000歩以上",2010年,51.0,14.1
818,30歳-39歳,総数,女性,"2,000歩-3,999歩",2009年,51.0,14.0
819,30歳-39歳,総数,女性,"2,000歩-3,999歩",2010年,67.0,18.5
820,30歳-39歳,総数,女性,"2,000歩未満",2009年,16.0,4.4
821,30歳-39歳,総数,女性,"2,000歩未満",2010年,15.0,4.1
822,30歳-39歳,総数,女性,"4,000歩-5,999歩",2009年,84.0,23.1
823,30歳-39歳,総数,女性,"4,000歩-5,999歩",2010年,88.0,24.3
824,30歳-39歳,総数,女性,"6,000歩-7,999歩",2009年,85.0,23.4
825,30歳-39歳,総数,女性,"6,000歩-7,999歩",2010年,74.0,20.4
826,30歳-39歳,総数,女性,"8,000歩-9,999歩",2009年,63.0,17.4
827,30歳-39歳,総数,女性,"8,000歩-9,999歩",2010年,67.0,18.5
828,30歳-39歳,総数,女性,総数,2009年,363.0,100.0
829,30歳-39歳,総数,女性,総数,2010年,362.0,100.0
830,30歳-39歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,116.0,32.0
831,30歳-39歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,108.0,29.8
832,30歳-39歳,総数,男性,"10,000歩以上",2009年,65.0,29.3
833,30歳-39歳,総数,男性,"10,000歩以上",2010年,55.0,27.1
834,30歳-39歳,総数,男性,"2,000歩-3,999歩",2009年,23.0,10.4
835,30歳-39歳,総数,男性,"2,000歩-3,999歩",2010年,24.0,11.8
836,30歳-39歳,総数,男性,"2,000歩未満",2009年,0.0,0.0
837,30歳-39歳,総数,男性,"2,000歩未満",2010年,10.0,4.9
838,30歳-39歳,総数,男性,"4,000歩-5,999歩",2009年,50.0,22.5
839,30歳-39歳,総数,男性,"4,000歩-5,999歩",2010年,43.0,21.2
840,30歳-39歳,総数,男性,"6,000歩-7,999歩",2009年,45.0,20.3
841,30歳-39歳,総数,男性,"6,000歩-7,999歩",2010年,42.0,20.7
842,30歳-39歳,総数,男性,"8,000歩-9,999歩",2009年,39.0,17.6
843,30歳-39歳,総数,男性,"8,000歩-9,999歩",2010年,29.0,14.3
844,30歳-39歳,総数,男性,総数,2009年,222.0,100.0
845,30歳-39歳,総数,男性,総数,2010年,203.0,100.0
846,30歳-39歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,79.0,35.6
847,30歳-39歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,64.0,31.5
848,30歳-39歳,総数,総数,"10,000歩以上",2009年,129.0,22.1
849,30歳-39歳,総数,総数,"10,000歩以上",2010年,106.0,18.8
850,30歳-39歳,総数,総数,"2,000歩-3,999歩",2009年,74.0,12.6
851,30歳-39歳,総数,総数,"2,000歩-3,999歩",2010年,91.0,16.1
852,30歳-39歳,総数,総数,"2,000歩未満",2009年,16.0,2.7
853,30歳-39歳,総数,総数,"2,000歩未満",2010年,25.0,4.4
854,30歳-39歳,総数,総数,"4,000歩-5,999歩",2009年,134.0,22.9
855,30歳-39歳,総数,総数,"4,000歩-5,999歩",2010年,131.0,23.2
856,30歳-39歳,総数,総数,"6,000歩-7,999歩",2009年,130.0,22.2
857,30歳-39歳,総数,総数,"6,000歩-7,999歩",2010年,116.0,20.5
858,30歳-39歳,総数,総数,"8,000歩-9,999歩",2009年,102.0,17.4
859,30歳-39歳,総数,総数,"8,000歩-9,999歩",2010年,96.0,17.0
860,30歳-39歳,総数,総数,総数,2009年,585.0,100.0
861,30歳-39歳,総数,総数,総数,2010年,565.0,100.0
862,30歳-39歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,195.0,33.3
863,30歳-39歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,172.0,30.4
864,40歳-49歳,有,女性,"10,000歩以上",2009年,25.0,31.3
865,40歳-49歳,有,女性,"10,000歩以上",2010年,13.0,25.0
866,40歳-49歳,有,女性,"2,000歩-3,999歩",2009年,9.0,11.3
867,40歳-49歳,有,女性,"2,000歩-3,999歩",2010年,5.0,9.6
868,40歳-49歳,有,女性,"2,000歩未満",2009年,0.0,0.0
869,40歳-49歳,有,女性,"2,000歩未満",2010年,1.0,1.9
870,40歳-49歳,有,女性,"4,000歩-5,999歩",2009年,10.0,12.5
871,40歳-49歳,有,女性,"4,000歩-5,999歩",2010年,6.0,11.5
872,40歳-49歳,有,女性,"6,000歩-7,999歩",2009年,25.0,31.3
873,40歳-49歳,有,女性,"6,000歩-7,999歩",2010年,15.0,28.8
874,40歳-49歳,有,女性,"8,000歩-9,999歩",2009年,11.0,13.8
875,40歳-49歳,有,女性,"8,000歩-9,999歩",2010年,12.0,23.1
876,40歳-49歳,有,女性,総数,2009年,80.0,100.0
877,40歳-49歳,有,女性,総数,2010年,52.0,100.0
878,40歳-49歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,35.0,43.8
879,40歳-49歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,23.0,44.2
880,40歳-49歳,有,男性,"10,000歩以上",2009年,23.0,37.1
881,40歳-49歳,有,男性,"10,000歩以上",2010年,14.0,31.1
882,40歳-49歳,有,男性,"2,000歩-3,999歩",2009年,6.0,9.7
883,40歳-49歳,有,男性,"2,000歩-3,999歩",2010年,6.0,13.3
884,40歳-49歳,有,男性,"2,000歩未満",2009年,2.0,3.2
885,40歳-49歳,有,男性,"2,000歩未満",2010年,3.0,6.7
886,40歳-49歳,有,男性,"4,000歩-5,999歩",2009年,5.0,8.1
887,40歳-49歳,有,男性,"4,000歩-5,999歩",2010年,7.0,15.6
888,40歳-49歳,有,男性,"6,000歩-7,999歩",2009年,13.0,21.0
889,40歳-49歳,有,男性,"6,000歩-7,999歩",2010年,10.0,22.2
890,40歳-49歳,有,男性,"8,000歩-9,999歩",2009年,13.0,21.0
891,40歳-49歳,有,男性,"8,000歩-9,999歩",2010年,5.0,11.1
892,40歳-49歳,有,男性,総数,2009年,62.0,100.0
893,40歳-49歳,有,男性,総数,2010年,45.0,100.0
894,40歳-49歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,26.0,41.9
895,40歳-49歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,15.0,33.3
896,40歳-49歳,有,総数,"10,000歩以上",2009年,48.0,33.8
897,40歳-49歳,有,総数,"10,000歩以上",2010年,27.0,27.8
898,40歳-49歳,有,総数,"2,000歩-3,999歩",2009年,15.0,10.6
899,40歳-49歳,有,総数,"2,000歩-3,999歩",2010年,11.0,11.3
900,40歳-49歳,有,総数,"2,000歩未満",2009年,2.0,1.4
901,40歳-49歳,有,総数,"2,000歩未満",2010年,4.0,4.1
902,40歳-49歳,有,総数,"4,000歩-5,999歩",2009年,15.0,10.6
903,40歳-49歳,有,総数,"4,000歩-5,999歩",2010年,13.0,13.4
904,40歳-49歳,有,総数,"6,000歩-7,999歩",2009年,38.0,26.8
905,40歳-49歳,有,総数,"6,000歩-7,999歩",2010年,25.0,25.8
906,40歳-49歳,有,総数,"8,000歩-9,999歩",2009年,24.0,16.9
907,40歳-49歳,有,総数,"8,000歩-9,999歩",2010年,17.0,17.5
908,40歳-49歳,有,総数,総数,2009年,142.0,100.0
909,40歳-49歳,有,総数,総数,2010年,97.0,100.0
910,40歳-49歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,61.0,43.0
911,40歳-49歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,38.0,39.2
912,40歳-49歳,無_その他,女性,"10,000歩以上",2009年,69.0,21.8
913,40歳-49歳,無_その他,女性,"10,000歩以上",2010年,42.0,15.3
914,40歳-49歳,無_その他,女性,"2,000歩-3,999歩",2009年,43.0,13.6
915,40歳-49歳,無_その他,女性,"2,000歩-3,999歩",2010年,42.0,15.3
916,40歳-49歳,無_その他,女性,"2,000歩未満",2009年,7.0,2.2
917,40歳-49歳,無_その他,女性,"2,000歩未満",2010年,8.0,2.9
918,40歳-49歳,無_その他,女性,"4,000歩-5,999歩",2009年,77.0,24.4
919,40歳-49歳,無_その他,女性,"4,000歩-5,999歩",2010年,76.0,27.6
920,40歳-49歳,無_その他,女性,"6,000歩-7,999歩",2009年,72.0,22.8
921,40歳-49歳,無_その他,女性,"6,000歩-7,999歩",2010年,59.0,21.5
922,40歳-49歳,無_その他,女性,"8,000歩-9,999歩",2009年,48.0,15.2
923,40歳-49歳,無_その他,女性,"8,000歩-9,999歩",2010年,48.0,17.5
924,40歳-49歳,無_その他,女性,総数,2009年,316.0,100.0
925,40歳-49歳,無_その他,女性,総数,2010年,275.0,100.0
926,40歳-49歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,102.0,32.3
927,40歳-49歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,77.0,28.0
928,40歳-49歳,無_その他,男性,"10,000歩以上",2009年,40.0,20.1
929,40歳-49歳,無_その他,男性,"10,000歩以上",2010年,34.0,20.0
930,40歳-49歳,無_その他,男性,"2,000歩-3,999歩",2009年,31.0,15.6
931,40歳-49歳,無_その他,男性,"2,000歩-3,999歩",2010年,29.0,17.1
932,40歳-49歳,無_その他,男性,"2,000歩未満",2009年,5.0,2.5
933,40歳-49歳,無_その他,男性,"2,000歩未満",2010年,4.0,2.4
934,40歳-49歳,無_その他,男性,"4,000歩-5,999歩",2009年,40.0,20.1
935,40歳-49歳,無_その他,男性,"4,000歩-5,999歩",2010年,32.0,18.8
936,40歳-49歳,無_その他,男性,"6,000歩-7,999歩",2009年,40.0,20.1
937,40歳-49歳,無_その他,男性,"6,000歩-7,999歩",2010年,38.0,22.4
938,40歳-49歳,無_その他,男性,"8,000歩-9,999歩",2009年,43.0,21.6
939,40歳-49歳,無_その他,男性,"8,000歩-9,999歩",2010年,33.0,19.4
940,40歳-49歳,無_その他,男性,総数,2009年,199.0,100.0
941,40歳-49歳,無_その他,男性,総数,2010年,170.0,100.0
942,40歳-49歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,58.0,29.1
943,40歳-49歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,42.0,24.7
944,40歳-49歳,無_その他,総数,"10,000歩以上",2009年,109.0,21.2
945,40歳-49歳,無_その他,総数,"10,000歩以上",2010年,76.0,17.1
946,40歳-49歳,無_その他,総数,"2,000歩-3,999歩",2009年,74.0,14.4
947,40歳-49歳,無_その他,総数,"2,000歩-3,999歩",2010年,71.0,16.0
948,40歳-49歳,無_その他,総数,"2,000歩未満",2009年,12.0,2.3
949,40歳-49歳,無_その他,総数,"2,000歩未満",2010年,12.0,2.7
950,40歳-49歳,無_その他,総数,"4,000歩-5,999歩",2009年,117.0,22.7
951,40歳-49歳,無_その他,総数,"4,000歩-5,999歩",2010年,108.0,24.3
